,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Hero_6
4869,mccree,ana,lucio,dva,reinhardt,zarya
4870,genji,tracer,lucio,zenyatta,dva,winston
4871,mei,ana,lucio,dva,reinhardt,zarya
4872,soldier76,ana,lucio,dva,reinhardt,zarya
4873,genji,tracer,lucio,zenyatta,dva,winston
4874,soldier76,tracer,ana,lucio,dva,winston
4875,mccree,reaper,lucio,zenyatta,reinhardt,winston
4876,genji,tracer,lucio,zenyatta,dva,winston
4877,widowmaker,genji,lucio,zenyatta,dva,winston
4878,widowmaker,ana,lucio,reinhardt,roadhog,zarya
4879,mccree,tracer,ana,lucio,dva,winston
4880,mccree,reaper,ana,lucio,reinhardt,zarya
4881,genji,tracer,lucio,zenyatta,dva,winston
4882,pharah,ana,lucio,reinhardt,roadhog,zarya
4883,mei,tracer,ana,zenyatta,reinhardt,winston
4884,soldier76,sombra,tracer,lucio,dva,winston
4885,doomfist,mccree,ana,lucio,dva,winston
4886,soldier76,tracer,lucio,zenyatta,dva,reinhardt
4887,mei,mccree,soldier76,tracer,dva,winston
4888,mei,tracer,ana,lucio,winston,zarya
4889,mei,sombra,tracer,lucio,dva,winston
4890,genji,soldier76,lucio,mercy,dva,winston
4891,genji,mccree,ana,lucio,reinhardt,zarya
4892,mccree,ana,lucio,dva,roadhog,winston
4893,hanzo,mccree,ana,lucio,reinhardt,zarya
4894,soldier76,ana,lucio,dva,reinhardt,roadhog
4895,genji,soldier76,ana,lucio,roadhog,winston
4896,soldier76,lucio,zenyatta,dva,reinhardt,roadhog
4897,genji,tracer,lucio,zenyatta,dva,winston
4898,soldier76,tracer,lucio,zenyatta,dva,winston
4899,mccree,pharah,ana,lucio,dva,winston
4900,widowmaker,genji,tracer,lucio,zenyatta,winston
4901,reaper,tracer,lucio,zenyatta,reinhardt,zarya
4902,mccree,tracer,mercy,zenyatta,dva,winston
4903,soldier76,tracer,ana,lucio,roadhog,winston
4904,soldier76,tracer,ana,lucio,dva,winston
4905,widowmaker,sombra,mercy,zenyatta,dva,orisa
4906,mccree,reaper,ana,lucio,reinhardt,zarya
4907,genji,reaper,ana,lucio,reinhardt,zarya
4908,tracer,ana,lucio,dva,winston,zarya
4909,mccree,soldier76,lucio,zenyatta,reinhardt,roadhog
4910,soldier76,ana,lucio,roadhog,winston,zarya
4911,genji,tracer,ana,lucio,reinhardt,zarya
4912,genji,tracer,ana,lucio,dva,winston
4913,widowmaker,genji,lucio,zenyatta,dva,winston
4914,sombra,tracer,lucio,zenyatta,reinhardt,winston
4915,tracer,ana,lucio,dva,reinhardt,zarya
4916,genji,tracer,ana,lucio,dva,winston
4917,pharah,soldier76,tracer,ana,mercy,dva
4918,reaper,ana,lucio,reinhardt,roadhog,zarya
4919,soldier76,tracer,ana,lucio,reinhardt,winston
4920,genji,tracer,mercy,zenyatta,dva,winston
4921,widowmaker,tracer,lucio,zenyatta,dva,winston
4922,sombra,tracer,ana,lucio,dva,winston
4923,genji,tracer,ana,lucio,reinhardt,roadhog
4924,soldier76,sombra,tracer,lucio,roadhog,winston
4925,genji,soldier76,tracer,lucio,dva,winston
4926,torbjorn,sombra,tracer,lucio,dva,winston
4927,mccree,tracer,ana,lucio,reinhardt,zarya
4928,mccree,tracer,lucio,zenyatta,reinhardt,zarya
4929,widowmaker,tracer,ana,lucio,dva,winston
4930,genji,tracer,lucio,zenyatta,dva,winston
4931,genji,sombra,tracer,lucio,dva,winston
4932,soldier76,tracer,ana,lucio,reinhardt,roadhog
4933,widowmaker,genji,tracer,lucio,dva,winston
4934,reaper,tracer,lucio,zenyatta,winston,zarya
4935,soldier76,ana,lucio,dva,reinhardt,zarya
4936,genji,tracer,ana,lucio,winston,zarya
4937,pharah,ana,mercy,dva,winston,zarya
4938,soldier76,sombra,tracer,zenyatta,dva,winston
4939,genji,soldier76,tracer,lucio,zenyatta,winston
4940,pharah,tracer,lucio,mercy,dva,winston
4941,genji,tracer,ana,lucio,dva,winston
4942,mei,ana,lucio,dva,reinhardt,roadhog
4943,junkrat,lucio,zenyatta,dva,reinhardt,zarya
4944,tracer,ana,lucio,dva,reinhardt,zarya
4945,doomfist,tracer,mercy,zenyatta,dva,winston
4946,mccree,pharah,ana,lucio,reinhardt,zarya
4947,reaper,tracer,ana,lucio,reinhardt,zarya
4948,soldier76,tracer,ana,lucio,reinhardt,roadhog
4949,widowmaker,genji,mercy,zenyatta,dva,winston
4950,genji,tracer,ana,lucio,dva,reinhardt
4951,genji,soldier76,tracer,lucio,dva,winston
4952,genji,mccree,ana,lucio,dva,reinhardt
4953,mei,genji,ana,lucio,reinhardt,zarya
4954,mei,tracer,ana,lucio,dva,winston
4955,hanzo,reaper,ana,lucio,reinhardt,zarya
4956,hanzo,ana,lucio,dva,reinhardt,roadhog
4957,genji,reaper,lucio,zenyatta,reinhardt,zarya
4958,mei,soldier76,tracer,lucio,dva,winston
4959,soldier76,sombra,lucio,zenyatta,dva,winston
4960,soldier76,tracer,ana,zenyatta,dva,winston
4961,genji,mccree,mercy,zenyatta,dva,winston
4962,junkrat,mccree,ana,lucio,winston,zarya
4963,soldier76,tracer,ana,lucio,dva,winston
4964,soldier76,tracer,ana,lucio,dva,winston
4965,junkrat,soldier76,tracer,ana,lucio,reinhardt
4966,genji,soldier76,tracer,lucio,zenyatta,winston
4967,genji,pharah,ana,lucio,reinhardt,zarya
4968,genji,reaper,ana,lucio,reinhardt,zarya
4969,pharah,tracer,lucio,mercy,dva,winston
4970,genji,tracer,lucio,zenyatta,dva,winston
4971,mei,ana,lucio,dva,reinhardt,zarya
4972,soldier76,ana,lucio,reinhardt,roadhog,winston
4973,genji,soldier76,tracer,ana,lucio,reinhardt
4974,genji,ana,lucio,reinhardt,roadhog,winston
4975,soldier76,sombra,tracer,lucio,dva,winston
4976,genji,soldier76,tracer,lucio,zenyatta,winston
4977,genji,pharah,tracer,ana,lucio,winston
4978,genji,reaper,ana,lucio,winston,zarya
4979,hanzo,ana,zenyatta,reinhardt,roadhog,zarya
4980,ana,lucio,dva,reinhardt,roadhog,zarya
4981,mccree,tracer,lucio,zenyatta,reinhardt,roadhog
4982,genji,reaper,ana,lucio,dva,winston
4983,soldier76,tracer,ana,lucio,dva,reinhardt
4984,torbjorn,soldier76,ana,dva,roadhog,winston
4985,widowmaker,genji,tracer,lucio,zenyatta,winston
4986,mei,genji,tracer,lucio,dva,winston
4987,torbjorn,genji,soldier76,ana,reinhardt,zarya
4988,widowmaker,genji,tracer,mercy,zenyatta,winston
4989,genji,tracer,lucio,mercy,dva,winston
4990,mei,ana,lucio,reinhardt,roadhog,zarya
4991,hanzo,widowmaker,soldier76,tracer,zenyatta,dva
4992,reaper,soldier76,sombra,lucio,dva,winston
4993,pharah,tracer,lucio,mercy,winston,zarya
4994,hanzo,mccree,ana,lucio,reinhardt,winston
4995,genji,tracer,lucio,zenyatta,dva,winston
4996,soldier76,ana,lucio,dva,reinhardt,zarya
4997,tracer,ana,lucio,reinhardt,roadhog,zarya
4998,mccree,ana,lucio,dva,reinhardt,roadhog
4999,soldier76,tracer,mercy,zenyatta,dva,winston
5000,genji,soldier76,tracer,lucio,zenyatta,winston
5001,junkrat,tracer,lucio,zenyatta,dva,winston
5002,genji,pharah,ana,lucio,reinhardt,zarya
5003,mccree,soldier76,mercy,zenyatta,roadhog,winston
5004,genji,mccree,lucio,zenyatta,winston,zarya
5005,doomfist,soldier76,tracer,zenyatta,dva,winston
5006,mccree,reaper,lucio,zenyatta,reinhardt,zarya
5007,mccree,tracer,ana,lucio,reinhardt,zarya
5008,genji,tracer,lucio,dva,winston,zarya
5009,soldier76,tracer,lucio,zenyatta,dva,winston
5010,sombra,tracer,ana,lucio,dva,winston
5011,genji,sombra,tracer,lucio,dva,winston
5012,hanzo,ana,lucio,reinhardt,roadhog,zarya
5013,genji,soldier76,tracer,ana,dva,winston
5014,genji,soldier76,tracer,ana,lucio,winston
5015,pharah,tracer,lucio,mercy,dva,winston
5016,genji,tracer,lucio,zenyatta,winston,zarya
5017,genji,tracer,ana,lucio,winston,zarya
5018,genji,tracer,ana,lucio,dva,winston
5019,pharah,tracer,lucio,mercy,dva,winston
5020,mei,sombra,ana,lucio,reinhardt,roadhog
5021,genji,tracer,lucio,zenyatta,dva,winston
5022,genji,tracer,lucio,zenyatta,dva,winston
5023,mei,pharah,lucio,zenyatta,reinhardt,zarya
5024,soldier76,ana,lucio,dva,reinhardt,roadhog
5025,soldier76,sombra,tracer,lucio,dva,winston
5026,mccree,tracer,ana,lucio,dva,winston
5027,genji,tracer,ana,lucio,dva,reinhardt
5028,genji,tracer,lucio,zenyatta,dva,winston
5029,soldier76,tracer,lucio,dva,reinhardt,zarya
5030,genji,soldier76,tracer,lucio,zenyatta,reinhardt
5031,junkrat,tracer,lucio,zenyatta,reinhardt,zarya
5032,tracer,ana,lucio,reinhardt,roadhog,winston
5033,soldier76,ana,lucio,dva,reinhardt,roadhog
5034,mccree,reaper,lucio,zenyatta,reinhardt,zarya
5035,genji,tracer,mercy,zenyatta,dva,orisa
5036,junkrat,mccree,lucio,zenyatta,dva,winston
5037,widowmaker,doomfist,ana,lucio,reinhardt,zarya
5038,mccree,tracer,ana,lucio,dva,winston
5039,genji,soldier76,ana,lucio,dva,winston
5040,junkrat,sombra,tracer,lucio,dva,winston
5041,genji,soldier76,tracer,lucio,dva,winston
5042,tracer,ana,lucio,reinhardt,roadhog,zarya
5043,mei,tracer,ana,lucio,reinhardt,zarya
5044,genji,tracer,lucio,zenyatta,winston,zarya
5045,soldier76,tracer,lucio,zenyatta,dva,winston
5046,soldier76,tracer,ana,zenyatta,dva,winston
5047,mei,tracer,ana,lucio,dva,winston
5048,soldier76,tracer,lucio,zenyatta,winston,zarya
5049,mei,sombra,tracer,lucio,dva,winston
5050,genji,soldier76,tracer,lucio,dva,winston
5051,genji,tracer,lucio,zenyatta,dva,winston
5052,genji,soldier76,tracer,lucio,zenyatta,winston
5053,mccree,tracer,lucio,zenyatta,dva,winston
5054,mccree,reaper,ana,lucio,reinhardt,zarya
5055,widowmaker,genji,lucio,zenyatta,dva,winston
5056,soldier76,tracer,lucio,zenyatta,dva,winston
5057,widowmaker,genji,tracer,lucio,zenyatta,winston
5058,mccree,tracer,ana,lucio,winston,zarya
5059,torbjorn,soldier76,tracer,ana,dva,winston
5060,genji,soldier76,tracer,ana,lucio,winston
5061,genji,tracer,ana,lucio,dva,winston
5062,bastion,hanzo,widowmaker,mercy,dva,orisa
5063,doomfist,soldier76,tracer,lucio,dva,winston
5064,genji,mccree,ana,lucio,roadhog,winston
5065,genji,tracer,lucio,zenyatta,dva,winston
5066,soldier76,tracer,lucio,zenyatta,dva,reinhardt
5067,soldier76,tracer,ana,lucio,reinhardt,zarya
5068,mei,tracer,ana,lucio,reinhardt,zarya
5069,soldier76,ana,lucio,dva,roadhog,winston
5070,genji,pharah,tracer,lucio,zenyatta,winston
5071,soldier76,sombra,tracer,zenyatta,dva,winston
5072,genji,soldier76,tracer,lucio,zenyatta,winston
5073,mei,ana,lucio,reinhardt,roadhog,zarya
5074,mccree,pharah,ana,lucio,reinhardt,zarya
5075,genji,soldier76,lucio,zenyatta,reinhardt,zarya
5076,bastion,tracer,lucio,dva,reinhardt,winston
5077,mccree,reaper,tracer,ana,lucio,reinhardt
5078,genji,tracer,lucio,zenyatta,dva,winston
5079,reaper,tracer,ana,lucio,reinhardt,zarya
5080,soldier76,tracer,lucio,zenyatta,dva,winston
5081,genji,tracer,lucio,zenyatta,dva,winston
5082,genji,mccree,pharah,lucio,zenyatta,winston
5083,soldier76,ana,lucio,dva,reinhardt,zarya
5084,torbjorn,tracer,ana,dva,reinhardt,roadhog
5085,tracer,ana,lucio,dva,reinhardt,roadhog
5086,genji,ana,lucio,dva,reinhardt,zarya
5087,mei,reaper,tracer,ana,lucio,reinhardt
5088,widowmaker,sombra,tracer,lucio,zenyatta,winston
5089,mccree,ana,lucio,dva,reinhardt,zarya
5090,genji,reaper,tracer,lucio,dva,winston
5091,soldier76,tracer,ana,lucio,dva,reinhardt
5092,soldier76,tracer,lucio,zenyatta,dva,winston
5093,genji,soldier76,lucio,zenyatta,dva,winston
5094,soldier76,tracer,ana,zenyatta,dva,winston
5095,widowmaker,tracer,mercy,zenyatta,dva,roadhog
5096,genji,tracer,ana,lucio,reinhardt,zarya
5097,pharah,soldier76,tracer,ana,lucio,winston
5098,mccree,pharah,ana,lucio,reinhardt,zarya
5099,genji,soldier76,ana,lucio,dva,winston
5100,tracer,lucio,zenyatta,dva,reinhardt,zarya
5101,junkrat,widowmaker,mercy,moira,dva,winston
5102,pharah,tracer,lucio,mercy,dva,winston
5103,pharah,tracer,lucio,reinhardt,roadhog,zarya
5104,hanzo,mei,ana,lucio,reinhardt,zarya
5105,mei,mccree,ana,lucio,reinhardt,zarya
5106,pharah,tracer,mercy,zenyatta,dva,winston
5107,widowmaker,genji,mercy,zenyatta,dva,winston
5108,reaper,soldier76,ana,lucio,winston,zarya
5109,mei,ana,lucio,dva,reinhardt,roadhog
5110,genji,tracer,lucio,zenyatta,dva,winston
5111,genji,sombra,tracer,zenyatta,dva,winston
5112,soldier76,tracer,lucio,zenyatta,dva,winston
5113,pharah,ana,lucio,reinhardt,roadhog,zarya
5114,genji,soldier76,ana,lucio,dva,zarya
5115,mei,tracer,ana,lucio,dva,roadhog
5116,soldier76,tracer,lucio,zenyatta,dva,winston
5117,tracer,ana,lucio,dva,reinhardt,roadhog
5118,pharah,ana,lucio,reinhardt,roadhog,zarya
5119,genji,soldier76,ana,zenyatta,reinhardt,roadhog
5120,genji,reaper,tracer,lucio,zenyatta,winston
5121,genji,soldier76,tracer,ana,lucio,winston
5122,genji,tracer,ana,lucio,dva,winston
5123,soldier76,sombra,tracer,lucio,dva,winston
5124,genji,pharah,tracer,lucio,mercy,winston
5125,tracer,ana,lucio,reinhardt,roadhog,zarya
5126,genji,tracer,lucio,zenyatta,dva,winston
5127,tracer,ana,lucio,dva,roadhog,winston
5128,soldier76,tracer,lucio,zenyatta,winston,zarya
5129,widowmaker,mccree,mercy,zenyatta,roadhog,winston
5130,genji,tracer,lucio,zenyatta,dva,winston
5131,genji,tracer,ana,lucio,dva,winston
5132,genji,tracer,lucio,zenyatta,dva,winston
5133,genji,tracer,ana,lucio,reinhardt,zarya
5134,soldier76,sombra,tracer,mercy,dva,winston
5135,mei,tracer,ana,lucio,reinhardt,winston
5136,soldier76,tracer,ana,lucio,orisa,winston
5137,soldier76,sombra,tracer,lucio,dva,winston
5138,genji,pharah,lucio,zenyatta,winston,zarya
5139,mccree,tracer,lucio,zenyatta,dva,winston
5140,hanzo,ana,lucio,reinhardt,roadhog,zarya
5141,genji,tracer,ana,lucio,reinhardt,zarya
5142,hanzo,ana,lucio,reinhardt,roadhog,zarya
5143,soldier76,tracer,lucio,zenyatta,dva,winston
5144,soldier76,ana,lucio,dva,reinhardt,roadhog
5145,widowmaker,genji,tracer,lucio,zenyatta,winston
5146,widowmaker,ana,lucio,reinhardt,roadhog,zarya
5147,mccree,pharah,ana,lucio,reinhardt,zarya
5148,widowmaker,tracer,mercy,zenyatta,dva,reinhardt
5149,soldier76,ana,lucio,reinhardt,roadhog,zarya
5150,mccree,tracer,lucio,zenyatta,dva,winston
5151,genji,soldier76,tracer,ana,lucio,winston
5152,genji,pharah,tracer,lucio,mercy,winston
5153,junkrat,tracer,lucio,mercy,reinhardt,roadhog
5154,genji,soldier76,ana,lucio,reinhardt,roadhog
5155,soldier76,tracer,lucio,zenyatta,dva,winston
5156,soldier76,tracer,lucio,zenyatta,dva,winston
5157,genji,tracer,ana,lucio,dva,winston
5158,mccree,ana,lucio,reinhardt,roadhog,zarya
5159,junkrat,soldier76,lucio,zenyatta,dva,winston
5160,soldier76,ana,lucio,dva,reinhardt,roadhog
5161,pharah,tracer,lucio,mercy,dva,winston
5162,soldier76,tracer,lucio,zenyatta,dva,winston
5163,soldier76,tracer,lucio,zenyatta,dva,winston
5164,widowmaker,tracer,mercy,zenyatta,dva,winston
5165,widowmaker,reaper,mercy,zenyatta,dva,winston
5166,soldier76,lucio,zenyatta,dva,reinhardt,roadhog
5167,soldier76,tracer,lucio,zenyatta,reinhardt,winston
5168,genji,soldier76,tracer,lucio,zenyatta,winston
5169,ana,lucio,dva,reinhardt,roadhog,zarya
5170,doomfist,tracer,ana,lucio,dva,winston
5171,soldier76,tracer,lucio,zenyatta,dva,reinhardt
5172,soldier76,tracer,ana,dva,winston,zarya
5173,genji,soldier76,lucio,zenyatta,dva,reinhardt
5174,doomfist,genji,tracer,mercy,dva,winston
5175,soldier76,tracer,ana,lucio,dva,reinhardt
5176,soldier76,tracer,lucio,zenyatta,dva,winston
5177,soldier76,ana,lucio,reinhardt,roadhog,zarya
5178,genji,pharah,ana,mercy,reinhardt,roadhog
5179,mccree,reaper,lucio,zenyatta,dva,reinhardt
5180,mei,genji,ana,lucio,reinhardt,zarya
5181,genji,tracer,lucio,zenyatta,dva,winston
5182,genji,tracer,ana,lucio,dva,winston
5183,reaper,sombra,tracer,lucio,dva,winston
5184,genji,tracer,ana,lucio,dva,winston
5185,mccree,ana,lucio,reinhardt,roadhog,zarya
5186,hanzo,soldier76,lucio,zenyatta,dva,winston
5187,pharah,sombra,tracer,lucio,dva,reinhardt
5188,genji,tracer,ana,zenyatta,dva,winston
5189,tracer,ana,lucio,reinhardt,roadhog,zarya
5190,mccree,tracer,ana,lucio,winston,zarya
5191,ana,lucio,dva,reinhardt,roadhog,zarya
5192,genji,mccree,tracer,lucio,zenyatta,winston
5193,genji,tracer,lucio,zenyatta,dva,winston
5194,mei,mccree,ana,lucio,dva,reinhardt
5195,reaper,tracer,lucio,zenyatta,reinhardt,zarya
5196,pharah,tracer,lucio,mercy,dva,winston
5197,genji,tracer,mercy,zenyatta,dva,winston
5198,genji,soldier76,tracer,lucio,zenyatta,dva
5199,doomfist,sombra,tracer,lucio,dva,winston
5200,soldier76,ana,lucio,dva,reinhardt,roadhog
5201,reaper,sombra,tracer,lucio,roadhog,winston
5202,soldier76,tracer,lucio,zenyatta,dva,winston
5203,widowmaker,tracer,ana,lucio,reinhardt,zarya
5204,junkrat,tracer,lucio,zenyatta,dva,winston
5205,junkrat,mccree,lucio,moira,reinhardt,zarya
5206,doomfist,tracer,lucio,zenyatta,dva,winston
5207,genji,soldier76,lucio,zenyatta,dva,winston
5208,genji,tracer,mercy,zenyatta,dva,winston
5209,genji,tracer,lucio,zenyatta,dva,winston
5210,widowmaker,tracer,ana,lucio,dva,winston
5211,soldier76,tracer,ana,lucio,dva,reinhardt
5212,mei,ana,lucio,reinhardt,roadhog,zarya
5213,genji,pharah,ana,lucio,winston,zarya
5214,genji,tracer,mercy,zenyatta,dva,winston
5215,hanzo,genji,lucio,zenyatta,dva,winston
5216,genji,mccree,lucio,zenyatta,dva,winston
5217,genji,tracer,ana,dva,winston,zarya
5218,tracer,ana,lucio,dva,reinhardt,roadhog
5219,hanzo,ana,lucio,dva,reinhardt,zarya
5220,mei,reaper,ana,lucio,reinhardt,zarya
5221,mei,reaper,ana,lucio,reinhardt,zarya
5222,hanzo,tracer,mercy,zenyatta,dva,winston
5223,genji,soldier76,tracer,ana,lucio,winston
5224,pharah,tracer,lucio,mercy,dva,winston
5225,genji,soldier76,tracer,ana,lucio,reinhardt
5226,genji,sombra,tracer,lucio,zenyatta,winston
5227,mei,soldier76,ana,lucio,winston,zarya
5228,doomfist,soldier76,tracer,lucio,dva,winston
5229,mei,reaper,tracer,lucio,zenyatta,reinhardt
5230,mei,genji,tracer,lucio,dva,winston
5231,junkrat,tracer,lucio,zenyatta,dva,winston
5232,pharah,soldier76,ana,lucio,reinhardt,roadhog
5233,mccree,tracer,mercy,zenyatta,dva,winston
5234,reaper,soldier76,ana,lucio,reinhardt,zarya
5235,soldier76,tracer,lucio,zenyatta,dva,winston
5236,hanzo,tracer,ana,lucio,dva,winston
5237,soldier76,tracer,ana,lucio,dva,winston
5238,mei,soldier76,ana,reinhardt,roadhog,zarya
5239,widowmaker,mccree,mercy,zenyatta,dva,winston
5240,hanzo,reaper,ana,lucio,reinhardt,zarya
5241,mei,ana,lucio,dva,reinhardt,winston
5242,pharah,soldier76,tracer,ana,mercy,winston
5243,reaper,tracer,ana,lucio,dva,winston
5244,genji,soldier76,sombra,tracer,zenyatta,winston
5245,reaper,tracer,lucio,zenyatta,winston,zarya
5246,pharah,reaper,ana,mercy,reinhardt,zarya
5247,genji,tracer,lucio,zenyatta,winston,zarya
5248,genji,pharah,ana,lucio,reinhardt,zarya
5249,hanzo,mccree,lucio,zenyatta,reinhardt,roadhog
5250,genji,tracer,lucio,zenyatta,winston,zarya
5251,pharah,reaper,ana,lucio,reinhardt,zarya
5252,genji,tracer,lucio,zenyatta,dva,winston
5253,ana,lucio,dva,reinhardt,roadhog,zarya
5254,soldier76,tracer,ana,lucio,dva,winston
5255,soldier76,tracer,ana,lucio,dva,winston
5256,junkrat,tracer,mercy,zenyatta,dva,winston
5257,soldier76,tracer,lucio,mercy,dva,winston
5258,mei,reaper,ana,lucio,reinhardt,zarya
5259,soldier76,ana,zenyatta,reinhardt,roadhog,winston
5260,pharah,ana,lucio,reinhardt,roadhog,zarya
5261,doomfist,tracer,lucio,zenyatta,dva,winston
5262,genji,tracer,ana,lucio,winston,zarya
5263,genji,tracer,lucio,zenyatta,dva,winston
5264,genji,tracer,ana,lucio,dva,winston
5265,genji,tracer,lucio,zenyatta,winston,zarya
5266,junkrat,tracer,lucio,mercy,dva,winston
5267,mccree,ana,lucio,dva,reinhardt,zarya
5268,genji,soldier76,ana,lucio,reinhardt,roadhog
5269,tracer,lucio,zenyatta,dva,roadhog,winston
5270,genji,sombra,ana,lucio,dva,winston
5271,genji,pharah,tracer,lucio,zenyatta,winston
5272,junkrat,pharah,lucio,mercy,reinhardt,zarya
5273,junkrat,pharah,lucio,zenyatta,dva,winston
5274,mccree,lucio,zenyatta,reinhardt,roadhog,zarya
5275,hanzo,tracer,ana,lucio,reinhardt,winston
5276,mei,soldier76,ana,lucio,dva,winston
5277,soldier76,tracer,ana,lucio,winston,zarya
5278,widowmaker,genji,mccree,lucio,zenyatta,winston
5279,reaper,ana,lucio,reinhardt,winston,zarya
5280,genji,tracer,lucio,zenyatta,dva,winston
5281,genji,soldier76,tracer,lucio,zenyatta,winston
5282,mccree,tracer,ana,lucio,reinhardt,zarya
5283,hanzo,widowmaker,zenyatta,reinhardt,roadhog,zarya
5284,mei,tracer,ana,lucio,winston,zarya
5285,genji,tracer,ana,lucio,dva,winston
5286,sombra,tracer,lucio,zenyatta,dva,winston
5287,soldier76,ana,lucio,dva,reinhardt,roadhog
5288,soldier76,tracer,ana,mercy,dva,winston
5289,mei,genji,ana,lucio,reinhardt,zarya
5290,genji,tracer,ana,lucio,dva,winston
5291,genji,soldier76,tracer,lucio,zenyatta,winston
5292,genji,tracer,ana,lucio,reinhardt,zarya
5293,genji,tracer,ana,lucio,dva,winston
5294,mei,genji,tracer,lucio,dva,winston
5295,reaper,ana,ana,dva,reinhardt,roadhog
5296,widowmaker,genji,lucio,mercy,dva,winston
5297,reaper,tracer,lucio,zenyatta,winston,zarya
5298,pharah,ana,lucio,dva,reinhardt,roadhog
5299,genji,reaper,ana,lucio,dva,reinhardt
5300,genji,pharah,ana,lucio,winston,zarya
5301,genji,tracer,lucio,zenyatta,dva,winston
5302,reaper,tracer,ana,lucio,dva,reinhardt
5303,genji,tracer,mercy,zenyatta,dva,winston
5304,junkrat,tracer,lucio,zenyatta,dva,winston
5305,soldier76,tracer,mercy,zenyatta,dva,winston
5306,torbjorn,soldier76,ana,dva,reinhardt,roadhog
5307,soldier76,tracer,lucio,zenyatta,dva,winston
5308,genji,tracer,lucio,zenyatta,dva,winston
5309,soldier76,tracer,lucio,zenyatta,dva,winston
5310,tracer,lucio,zenyatta,dva,reinhardt,zarya
5311,tracer,ana,lucio,reinhardt,winston,zarya
5312,pharah,tracer,lucio,mercy,dva,winston
5313,hanzo,pharah,ana,reinhardt,roadhog,zarya
5314,reaper,soldier76,tracer,lucio,dva,winston
5315,bastion,sombra,lucio,dva,winston,zarya
5316,junkrat,mccree,ana,lucio,reinhardt,zarya
5317,widowmaker,tracer,lucio,zenyatta,dva,winston
5318,pharah,tracer,ana,mercy,dva,winston
5319,junkrat,mercy,zenyatta,dva,roadhog,winston
5320,soldier76,tracer,ana,lucio,dva,winston
5321,tracer,lucio,zenyatta,dva,winston,zarya
5322,widowmaker,soldier76,tracer,lucio,zenyatta,reinhardt
5323,pharah,tracer,lucio,mercy,dva,winston
5324,widowmaker,tracer,mercy,zenyatta,dva,winston
5325,mei,mccree,tracer,lucio,zenyatta,reinhardt
5326,mei,reaper,tracer,ana,reinhardt,zarya
5327,genji,soldier76,mercy,zenyatta,dva,winston
5328,genji,tracer,ana,lucio,dva,winston
5329,genji,tracer,mercy,zenyatta,dva,winston
5330,soldier76,sombra,tracer,lucio,dva,winston
5331,genji,pharah,lucio,mercy,dva,winston
5332,soldier76,tracer,ana,lucio,dva,reinhardt
5333,genji,mccree,tracer,lucio,zenyatta,winston
5334,genji,tracer,lucio,zenyatta,dva,winston
5335,tracer,ana,lucio,reinhardt,roadhog,zarya
5336,genji,mccree,ana,lucio,dva,winston
5337,tracer,ana,lucio,dva,reinhardt,zarya
