,Map,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Hero_6
6601,Ilios_Well,torbjorn,pharah,lucio,mercy,dva,winston
6602,Watchpoint: Gibraltar_Defense,genji,soldier76,tracer,lucio,zenyatta,reinhardt
6603,King's Row_Attack,soldier76,tracer,ana,lucio,reinhardt,zarya
6604,Dorado_Defense,genji,soldier76,tracer,lucio,dva,winston
6605,Watchpoint: Gibraltar_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
6606,Ilios_Ruins,widowmaker,genji,tracer,lucio,zenyatta,winston
6607,Dorado_Attack,genji,tracer,mercy,zenyatta,dva,winston
6608,Route 66_Defense,genji,sombra,tracer,lucio,dva,winston
6609,Hollywood_Attack,genji,tracer,lucio,zenyatta,dva,winston
6610,Hollywood_Attack,mccree,soldier76,lucio,zenyatta,dva,winston
6611,Volskaya Industries_Defense,mccree,pharah,lucio,mercy,dva,winston
6612,Ilios_Well,pharah,tracer,dva,winston,zarya,zarya
6613,King's Row_Attack,genji,ana,lucio,reinhardt,roadhog,zarya
6614,Hanamura_Defense,mei,soldier76,tracer,ana,lucio,winston
6615,Nepal_Sanctum,soldier76,ana,lucio,dva,reinhardt,roadhog
6616,Route 66_Defense,soldier76,tracer,ana,lucio,winston,zarya
6617,Dorado_Attack,reaper,tracer,lucio,zenyatta,dva,winston
6618,King's Row_Attack,hanzo,genji,tracer,zenyatta,dva,winston
6619,Numbani_Defense,torbjorn,doomfist,tracer,zenyatta,dva,winston
6620,Dorado_Defense,doomfist,tracer,lucio,zenyatta,dva,winston
6621,King's Row_Defense,genji,tracer,lucio,zenyatta,dva,winston
6622,Hollywood_Defense,tracer,ana,lucio,roadhog,winston,zarya
6623,Eichenwalde_Attack,genji,tracer,lucio,zenyatta,dva,winston
6624,Lijiang Tower_Night Market,soldier76,tracer,lucio,zenyatta,dva,winston
6625,Hollywood_Attack,widowmaker,sombra,tracer,lucio,zenyatta,winston
6626,Hollywood_Attack,widowmaker,soldier76,ana,lucio,reinhardt,zarya
6627,Dorado_Attack,mccree,tracer,ana,lucio,dva,winston
6628,Lijiang Tower_Control Center,tracer,ana,lucio,dva,reinhardt,zarya
6629,Eichenwalde_Attack,reaper,tracer,ana,lucio,reinhardt,zarya
6630,Lijiang Tower_Night Market,genji,tracer,lucio,zenyatta,winston,zarya
6631,Lijiang Tower_Night Market,soldier76,tracer,ana,lucio,dva,winston
6632,Watchpoint: Gibraltar_Attack,genji,tracer,lucio,zenyatta,winston,zarya
6633,Ilios_Ruins,widowmaker,tracer,mercy,zenyatta,dva,winston
6634,Lijiang Tower_Control Center,mccree,ana,lucio,dva,reinhardt,roadhog
6635,Hollywood_Attack,mei,reaper,ana,lucio,reinhardt,roadhog
6636,Dorado_Defense,reaper,tracer,lucio,zenyatta,reinhardt,zarya
6637,Route 66_Defense,widowmaker,genji,lucio,zenyatta,dva,reinhardt
6638,Lijiang Tower_Control Center,pharah,tracer,lucio,zenyatta,reinhardt,zarya
6639,Hanamura_Attack,mccree,ana,lucio,dva,reinhardt,zarya
6640,Junkertown_Attack,hanzo,reaper,ana,mercy,dva,reinhardt
6641,Ilios_Well,junkrat,mccree,lucio,zenyatta,orisa,roadhog
6642,Nepal_Village,mccree,reaper,ana,lucio,reinhardt,zarya
6643,Eichenwalde_Defense,mei,tracer,lucio,zenyatta,dva,winston
6644,Dorado_Attack,genji,mccree,ana,lucio,reinhardt,zarya
6645,Hollywood_Attack,soldier76,tracer,ana,lucio,dva,winston
6646,Hanamura_Defense,doomfist,soldier76,mercy,zenyatta,dva,roadhog
6647,Dorado_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
6648,Watchpoint: Gibraltar_Attack,bastion,hanzo,ana,lucio,reinhardt,roadhog
6649,Dorado_Attack,mccree,pharah,lucio,mercy,dva,winston
6650,Eichenwalde_Defense,junkrat,soldier76,lucio,zenyatta,reinhardt,zarya
6651,Temple of Anubis_Defense,reaper,tracer,ana,lucio,reinhardt,roadhog
6652,Horizon Lunar Colony_Defense,doomfist,genji,tracer,lucio,dva,winston
6653,Lijiang Tower_Control Center,soldier76,tracer,ana,lucio,reinhardt,zarya
6654,Numbani_Defense,soldier76,ana,lucio,dva,reinhardt,zarya
6655,Volskaya Industries_Defense,tracer,ana,lucio,dva,winston,zarya
6656,Eichenwalde_Defense,mei,reaper,ana,lucio,reinhardt,zarya
6657,Hollywood_Attack,mccree,tracer,ana,lucio,dva,winston
6658,Eichenwalde_Attack,genji,soldier76,tracer,lucio,dva,winston
6659,Route 66_Attack,genji,tracer,ana,lucio,dva,winston
6660,Route 66_Defense,genji,tracer,ana,lucio,winston,zarya
6661,Route 66_Defense,tracer,ana,lucio,dva,reinhardt,zarya
6662,Route 66_Attack,genji,soldier76,tracer,lucio,dva,winston
6663,Oasis_City Center,doomfist,mccree,lucio,zenyatta,dva,winston
6664,Horizon Lunar Colony_Attack,torbjorn,genji,mercy,zenyatta,dva,winston
6665,Temple of Anubis_Attack,mccree,tracer,ana,lucio,dva,winston
6666,Eichenwalde_Defense,junkrat,soldier76,tracer,lucio,zenyatta,reinhardt
6667,King's Row_Attack,pharah,tracer,ana,lucio,reinhardt,zarya
6668,Hanamura_Defense,mei,genji,ana,lucio,reinhardt,zarya
6669,Lijiang Tower_Garden,pharah,tracer,lucio,mercy,dva,winston
6670,King's Row_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
6671,Hanamura_Attack,widowmaker,genji,lucio,zenyatta,reinhardt,winston
6672,Hanamura_Attack,mccree,sombra,ana,lucio,reinhardt,zarya
6673,Dorado_Attack,genji,pharah,ana,lucio,reinhardt,roadhog
6674,Temple of Anubis_Defense,genji,soldier76,tracer,ana,reinhardt,zarya
6675,Hollywood_Defense,genji,soldier76,lucio,zenyatta,reinhardt,zarya
6676,Eichenwalde_Defense,genji,sombra,tracer,lucio,dva,winston
6677,Numbani_Defense,soldier76,tracer,mercy,zenyatta,dva,winston
6678,Dorado_Defense,mccree,ana,ana,lucio,lucio,roadhog
6679,Lijiang Tower_Control Center,mccree,soldier76,lucio,zenyatta,reinhardt,roadhog
6680,Nepal_Sanctum,soldier76,tracer,ana,lucio,reinhardt,roadhog
6681,Lijiang Tower_Garden,pharah,soldier76,tracer,lucio,zenyatta,winston
6682,Hollywood_Defense,genji,soldier76,tracer,ana,lucio,winston
6683,Horizon Lunar Colony_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
6684,Route 66_Defense,reaper,ana,lucio,reinhardt,roadhog,zarya
6685,Numbani_Defense,genji,tracer,lucio,zenyatta,dva,winston
6686,Horizon Lunar Colony_Defense,torbjorn,soldier76,tracer,mercy,dva,winston
6687,Horizon Lunar Colony_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
6688,Temple of Anubis_Attack,mccree,reaper,ana,lucio,winston,zarya
6689,Nepal_Village,genji,tracer,lucio,zenyatta,dva,winston
6690,Route 66_Defense,bastion,mccree,ana,lucio,reinhardt,zarya
6691,Numbani_Attack,mccree,pharah,ana,mercy,winston,zarya
6692,King's Row_Defense,genji,tracer,lucio,zenyatta,dva,winston
6693,Ilios_Ruins,genji,tracer,ana,lucio,winston,zarya
6694,Numbani_Defense,genji,ana,lucio,dva,reinhardt,zarya
6695,Junkertown_Attack,mccree,tracer,mercy,zenyatta,dva,winston
6696,Ilios_Ruins,mccree,ana,lucio,dva,reinhardt,zarya
6697,Lijiang Tower_Garden,pharah,soldier76,lucio,zenyatta,dva,reinhardt
6698,Hanamura_Defense,genji,tracer,lucio,zenyatta,reinhardt,zarya
6699,Lijiang Tower_Garden,pharah,tracer,lucio,mercy,dva,winston
6700,Junkertown_Defense,junkrat,widowmaker,mercy,zenyatta,dva,winston
6701,King's Row_Defense,mccree,tracer,lucio,dva,reinhardt,winston
6702,Lijiang Tower_Control Center,doomfist,mccree,lucio,zenyatta,dva,winston
6703,Eichenwalde_Defense,mccree,reaper,lucio,zenyatta,reinhardt,zarya
6704,Volskaya Industries_Defense,genji,ana,lucio,reinhardt,roadhog,zarya
6705,Hollywood_Defense,genji,soldier76,tracer,lucio,zenyatta,winston
6706,Eichenwalde_Defense,mccree,ana,lucio,roadhog,winston,zarya
6707,Temple of Anubis_Defense,genji,tracer,ana,lucio,dva,winston
6708,Hollywood_Attack,genji,sombra,tracer,lucio,dva,winston
6709,Hanamura_Defense,mei,soldier76,tracer,lucio,dva,winston
6710,Hanamura_Attack,genji,soldier76,ana,lucio,roadhog,winston
6711,Ilios_Ruins,genji,tracer,lucio,zenyatta,dva,winston
6712,Temple of Anubis_Attack,genji,tracer,ana,lucio,dva,zarya
6713,Volskaya Industries_Attack,sombra,tracer,ana,lucio,dva,winston
6714,Temple of Anubis_Defense,soldier76,sombra,tracer,lucio,dva,winston
6715,Hanamura_Attack,genji,tracer,lucio,zenyatta,dva,winston
6716,Numbani_Attack,reaper,tracer,ana,lucio,winston,zarya
6717,Ilios_Lighthouse,pharah,tracer,lucio,mercy,dva,winston
6718,Hollywood_Defense,genji,sombra,tracer,lucio,zenyatta,winston
6719,Horizon Lunar Colony_Defense,junkrat,widowmaker,ana,mercy,dva,orisa
6720,Temple of Anubis_Attack,genji,tracer,ana,lucio,reinhardt,zarya
6721,Numbani_Defense,soldier76,ana,lucio,dva,roadhog,winston
6722,King's Row_Attack,pharah,tracer,lucio,zenyatta,dva,winston
6723,Route 66_Attack,genji,mccree,lucio,zenyatta,dva,reinhardt
6724,Temple of Anubis_Attack,mccree,tracer,ana,lucio,roadhog,winston
6725,Temple of Anubis_Attack,genji,pharah,tracer,lucio,zenyatta,winston
6726,Numbani_Defense,soldier76,tracer,ana,lucio,dva,reinhardt
6727,Route 66_Attack,soldier76,tracer,lucio,zenyatta,dva,reinhardt
6728,Dorado_Attack,genji,tracer,ana,lucio,winston,zarya
6729,Horizon Lunar Colony_Defense,genji,soldier76,sombra,tracer,dva,winston
6730,Hanamura_Defense,soldier76,tracer,mercy,zenyatta,dva,roadhog
6731,Oasis_University,soldier76,sombra,tracer,lucio,dva,winston
6732,Oasis_City Center,mccree,tracer,mercy,zenyatta,dva,winston
6733,Oasis_Gardens,pharah,tracer,lucio,mercy,dva,winston
6734,Lijiang Tower_Night Market,pharah,tracer,lucio,mercy,dva,winston
6735,King's Row_Attack,hanzo,torbjorn,widowmaker,genji,orisa,winston
6736,Junkertown_Attack,bastion,pharah,reaper,mercy,orisa,roadhog
6737,Eichenwalde_Attack,soldier76,tracer,lucio,mercy,dva,winston
6738,Oasis_City Center,widowmaker,tracer,lucio,zenyatta,dva,winston
6739,Watchpoint: Gibraltar_Attack,soldier76,lucio,zenyatta,dva,reinhardt,roadhog
6740,King's Row_Attack,widowmaker,pharah,ana,mercy,dva,winston
6741,Temple of Anubis_Defense,genji,soldier76,ana,lucio,reinhardt,zarya
6742,Hanamura_Defense,soldier76,tracer,lucio,zenyatta,dva,reinhardt
6743,King's Row_Defense,genji,tracer,lucio,zenyatta,dva,winston
6744,Lijiang Tower_Control Center,doomfist,tracer,ana,lucio,reinhardt,zarya
6745,Hanamura_Defense,genji,tracer,ana,lucio,dva,winston
6746,Numbani_Attack,soldier76,tracer,mercy,zenyatta,dva,winston
6747,Ilios_Well,mccree,tracer,ana,lucio,dva,reinhardt
6748,Eichenwalde_Defense,torbjorn,sombra,tracer,ana,dva,reinhardt
6749,King's Row_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
6750,Nepal_Village,soldier76,tracer,lucio,zenyatta,dva,winston
6751,Route 66_Defense,mccree,mercy,zenyatta,dva,reinhardt,zarya
6752,Temple of Anubis_Defense,reaper,tracer,ana,lucio,dva,winston
6753,Horizon Lunar Colony_Defense,sombra,tracer,mercy,zenyatta,dva,zarya
6754,Horizon Lunar Colony_Defense,doomfist,genji,tracer,zenyatta,dva,winston
6755,Temple of Anubis_Defense,genji,tracer,ana,lucio,dva,winston
6756,Watchpoint: Gibraltar_Attack,hanzo,soldier76,ana,lucio,dva,reinhardt
6757,King's Row_Defense,doomfist,tracer,lucio,zenyatta,dva,winston
6758,Lijiang Tower_Garden,pharah,ana,lucio,reinhardt,roadhog,zarya
6759,King's Row_Attack,genji,soldier76,tracer,lucio,dva,reinhardt
6760,Numbani_Defense,mei,ana,lucio,dva,roadhog,winston
6761,Hollywood_Defense,mccree,ana,lucio,dva,reinhardt,zarya
6762,Oasis_University,tracer,mercy,zenyatta,dva,reinhardt,zarya
6763,Hanamura_Defense,doomfist,soldier76,ana,zenyatta,dva,winston
6764,Temple of Anubis_Defense,sombra,lucio,zenyatta,dva,winston,zarya
6765,Hanamura_Attack,soldier76,tracer,ana,lucio,winston,zarya
6766,Lijiang Tower_Night Market,genji,soldier76,tracer,lucio,dva,winston
6767,Hanamura_Defense,soldier76,tracer,ana,zenyatta,dva,winston
6768,Eichenwalde_Attack,pharah,tracer,lucio,mercy,winston,zarya
6769,Eichenwalde_Defense,junkrat,mccree,mercy,zenyatta,dva,winston
6770,Watchpoint: Gibraltar_Attack,genji,pharah,ana,mercy,dva,winston
6771,Hollywood_Attack,genji,soldier76,tracer,lucio,dva,winston
6772,King's Row_Attack,soldier76,tracer,ana,lucio,dva,reinhardt
6773,Dorado_Defense,genji,mccree,tracer,ana,lucio,reinhardt
6774,King's Row_Attack,widowmaker,tracer,lucio,zenyatta,dva,winston
6775,Numbani_Defense,soldier76,tracer,mercy,zenyatta,dva,winston
6776,Dorado_Attack,mccree,tracer,lucio,zenyatta,dva,winston
6777,King's Row_Attack,genji,tracer,lucio,zenyatta,dva,winston
6778,Lijiang Tower_Garden,pharah,soldier76,tracer,ana,lucio,winston
6779,Dorado_Attack,mei,mccree,tracer,ana,lucio,reinhardt
6780,Ilios_Ruins,mccree,tracer,mercy,zenyatta,dva,winston
6781,Nepal_Shrine,soldier76,tracer,lucio,zenyatta,winston,zarya
6782,Ilios_Lighthouse,ana,lucio,dva,reinhardt,roadhog,zarya
6783,Eichenwalde_Attack,genji,tracer,lucio,mercy,dva,winston
6784,Volskaya Industries_Attack,genji,mccree,tracer,ana,lucio,winston
6785,Watchpoint: Gibraltar_Attack,hanzo,genji,mccree,ana,dva,winston
6786,Temple of Anubis_Attack,genji,ana,lucio,dva,winston,zarya
6787,Numbani_Defense,doomfist,tracer,ana,lucio,dva,winston
6788,Horizon Lunar Colony_Attack,widowmaker,lucio,moira,dva,reinhardt,zarya
6789,Eichenwalde_Attack,reaper,tracer,ana,lucio,reinhardt,zarya
6790,King's Row_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
6791,Dorado_Attack,widowmaker,tracer,lucio,mercy,dva,winston
6792,Watchpoint: Gibraltar_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
6793,Watchpoint: Gibraltar_Defense,reaper,sombra,tracer,lucio,dva,winston
6794,Temple of Anubis_Attack,genji,pharah,lucio,mercy,dva,winston
6795,Numbani_Attack,pharah,tracer,lucio,mercy,dva,reinhardt
6796,King's Row_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
6797,Hollywood_Attack,mei,reaper,tracer,ana,lucio,reinhardt
6798,Temple of Anubis_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
6799,Temple of Anubis_Defense,junkrat,genji,mercy,zenyatta,dva,orisa
6800,Route 66_Defense,mei,genji,tracer,zenyatta,dva,winston
6801,King's Row_Defense,mccree,ana,lucio,dva,reinhardt,roadhog
6802,King's Row_Attack,genji,tracer,lucio,zenyatta,dva,winston
6803,Horizon Lunar Colony_Defense,genji,tracer,ana,lucio,dva,winston
6804,Dorado_Attack,reaper,tracer,lucio,zenyatta,winston,zarya
6805,Route 66_Defense,soldier76,sombra,tracer,lucio,dva,winston
6806,Lijiang Tower_Garden,genji,ana,lucio,dva,reinhardt,zarya
6807,Lijiang Tower_Garden,soldier76,ana,lucio,reinhardt,roadhog,zarya
6808,Eichenwalde_Defense,torbjorn,soldier76,ana,reinhardt,roadhog,zarya
6809,King's Row_Defense,mccree,reaper,lucio,zenyatta,reinhardt,zarya
6810,King's Row_Defense,doomfist,tracer,mercy,zenyatta,dva,winston
6811,King's Row_Defense,genji,tracer,ana,lucio,reinhardt,zarya
6812,King's Row_Defense,tracer,lucio,zenyatta,reinhardt,roadhog,zarya
6813,Eichenwalde_Defense,junkrat,mccree,mercy,zenyatta,dva,reinhardt
6814,Hollywood_Defense,soldier76,ana,symmetra,dva,reinhardt,roadhog
6815,Eichenwalde_Attack,tracer,lucio,zenyatta,reinhardt,roadhog,winston
6816,Ilios_Lighthouse,pharah,tracer,lucio,mercy,dva,winston
6817,Hanamura_Defense,soldier76,tracer,ana,zenyatta,dva,winston
6818,Ilios_Lighthouse,sombra,tracer,lucio,mercy,dva,winston
6819,King's Row_Attack,soldier76,ana,lucio,dva,reinhardt,zarya
6820,Ilios_Lighthouse,genji,ana,lucio,reinhardt,roadhog,zarya
6821,Temple of Anubis_Defense,genji,sombra,tracer,lucio,dva,winston
6822,Lijiang Tower_Garden,reaper,tracer,ana,winston,zarya,zarya
6823,Volskaya Industries_Defense,mccree,soldier76,lucio,zenyatta,dva,reinhardt
6824,Hollywood_Attack,soldier76,tracer,ana,lucio,reinhardt,zarya
6825,Junkertown_Defense,junkrat,widowmaker,mercy,dva,orisa,roadhog
6826,Dorado_Attack,hanzo,genji,tracer,ana,dva,winston
6827,King's Row_Attack,soldier76,tracer,mercy,zenyatta,dva,winston
6828,Dorado_Defense,genji,tracer,mercy,zenyatta,dva,winston
6829,Hollywood_Defense,soldier76,ana,symmetra,dva,reinhardt,roadhog
6830,Junkertown_Attack,junkrat,widowmaker,mercy,zenyatta,dva,orisa
6831,Hollywood_Defense,genji,tracer,lucio,zenyatta,dva,winston
6832,Hollywood_Defense,torbjorn,soldier76,ana,dva,reinhardt,zarya
6833,Watchpoint: Gibraltar_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
6834,Hollywood_Attack,widowmaker,reaper,ana,lucio,reinhardt,winston
6835,Route 66_Attack,genji,reaper,lucio,mercy,dva,winston
6836,Nepal_Shrine,genji,tracer,ana,lucio,dva,reinhardt
6837,Nepal_Shrine,soldier76,tracer,lucio,zenyatta,dva,winston
6838,King's Row_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
6839,Watchpoint: Gibraltar_Attack,hanzo,genji,soldier76,ana,dva,winston
6840,Numbani_Defense,soldier76,tracer,ana,mercy,dva,winston
6841,Volskaya Industries_Attack,hanzo,ana,lucio,reinhardt,roadhog,zarya
6842,Horizon Lunar Colony_Defense,widowmaker,genji,tracer,ana,zenyatta,dva
6843,Lijiang Tower_Control Center,mccree,tracer,mercy,zenyatta,reinhardt,zarya
6844,Dorado_Attack,genji,reaper,lucio,zenyatta,reinhardt,zarya
6845,Watchpoint: Gibraltar_Attack,soldier76,lucio,zenyatta,dva,reinhardt,roadhog
6846,Temple of Anubis_Attack,reaper,tracer,lucio,zenyatta,dva,winston
6847,Dorado_Defense,pharah,tracer,lucio,mercy,dva,winston
6848,Numbani_Attack,mccree,soldier76,ana,lucio,dva,winston
6849,Watchpoint: Gibraltar_Attack,widowmaker,tracer,ana,lucio,roadhog,winston
6850,Watchpoint: Gibraltar_Attack,genji,pharah,ana,mercy,dva,winston
6851,Temple of Anubis_Defense,genji,ana,lucio,dva,reinhardt,winston
6852,Volskaya Industries_Attack,pharah,soldier76,ana,lucio,reinhardt,zarya
6853,Dorado_Defense,mei,tracer,lucio,mercy,dva,winston
6854,Numbani_Defense,mei,reaper,ana,lucio,winston,zarya
6855,Ilios_Lighthouse,genji,tracer,lucio,zenyatta,dva,winston
6856,Numbani_Attack,doomfist,soldier76,lucio,zenyatta,dva,winston
6857,Oasis_University,mccree,tracer,mercy,zenyatta,reinhardt,roadhog
6858,Oasis_Gardens,genji,pharah,lucio,mercy,dva,winston
6859,Numbani_Attack,reaper,soldier76,mercy,zenyatta,dva,winston
6860,Hanamura_Attack,genji,soldier76,lucio,zenyatta,dva,winston
6861,Hanamura_Defense,genji,soldier76,tracer,ana,zenyatta,winston
6862,Route 66_Attack,soldier76,tracer,mercy,zenyatta,dva,winston
6863,Hanamura_Defense,mei,mccree,ana,lucio,dva,reinhardt
6864,Temple of Anubis_Defense,genji,sombra,tracer,lucio,dva,winston
6865,Dorado_Defense,genji,soldier76,tracer,lucio,zenyatta,winston
6866,Temple of Anubis_Attack,reaper,sombra,tracer,lucio,dva,winston
6867,Temple of Anubis_Defense,soldier76,sombra,tracer,lucio,dva,winston
6868,Ilios_Ruins,widowmaker,tracer,mercy,zenyatta,dva,winston
6869,Ilios_Ruins,ana,lucio,dva,reinhardt,roadhog,zarya
6870,Nepal_Village,mccree,mercy,zenyatta,dva,reinhardt,zarya
6871,Ilios_Ruins,genji,mccree,ana,lucio,winston,zarya
6872,King's Row_Attack,mei,ana,lucio,dva,reinhardt,zarya
6873,Hollywood_Defense,tracer,ana,lucio,dva,roadhog,winston
6874,Dorado_Defense,mccree,ana,lucio,reinhardt,roadhog,zarya
6875,King's Row_Defense,tracer,ana,lucio,dva,reinhardt,roadhog
6876,Eichenwalde_Defense,torbjorn,tracer,ana,lucio,dva,reinhardt
6877,Temple of Anubis_Attack,widowmaker,tracer,lucio,zenyatta,dva,winston
6878,Numbani_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
6879,Hanamura_Defense,torbjorn,soldier76,sombra,tracer,ana,winston
6880,Lijiang Tower_Garden,genji,tracer,lucio,dva,winston,zarya
6881,Route 66_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
6882,Nepal_Village,soldier76,tracer,lucio,zenyatta,dva,winston
6883,Eichenwalde_Defense,doomfist,tracer,ana,lucio,dva,winston
6884,Hollywood_Defense,genji,tracer,ana,lucio,dva,winston
6885,King's Row_Attack,ana,lucio,dva,reinhardt,roadhog,zarya
6886,King's Row_Defense,genji,soldier76,tracer,lucio,zenyatta,winston
6887,King's Row_Defense,mei,ana,lucio,reinhardt,roadhog,winston
6888,Lijiang Tower_Night Market,soldier76,tracer,lucio,zenyatta,dva,winston
6889,Hollywood_Defense,mei,tracer,ana,lucio,dva,reinhardt
6890,Eichenwalde_Attack,mccree,tracer,lucio,zenyatta,dva,reinhardt
6891,Dorado_Attack,mei,reaper,ana,lucio,reinhardt,winston
6892,Hollywood_Attack,widowmaker,genji,tracer,lucio,zenyatta,dva
6893,King's Row_Defense,mccree,tracer,lucio,zenyatta,dva,zarya
6894,Oasis_Gardens,junkrat,tracer,lucio,zenyatta,roadhog,winston
6895,Dorado_Defense,mccree,ana,lucio,dva,reinhardt,zarya
6896,King's Row_Attack,genji,ana,lucio,dva,reinhardt,zarya
6897,Dorado_Defense,mccree,tracer,lucio,zenyatta,winston,zarya
6898,Horizon Lunar Colony_Attack,genji,tracer,lucio,zenyatta,dva,winston
6899,Route 66_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
6900,Hollywood_Attack,genji,tracer,ana,lucio,dva,winston
6901,Temple of Anubis_Attack,genji,soldier76,lucio,zenyatta,roadhog,winston
6902,Oasis_Gardens,soldier76,tracer,lucio,mercy,dva,winston
6903,Nepal_Shrine,genji,tracer,lucio,winston,zarya,zarya
6904,Numbani_Attack,mccree,pharah,mercy,zenyatta,dva,winston
6905,Ilios_Ruins,genji,soldier76,tracer,lucio,zenyatta,winston
6906,Ilios_Lighthouse,tracer,ana,lucio,dva,reinhardt,zarya
6907,Oasis_University,genji,tracer,mercy,zenyatta,dva,winston
6908,Numbani_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
6909,Volskaya Industries_Attack,genji,tracer,zenyatta,dva,winston,zarya
6910,Ilios_Ruins,reaper,tracer,lucio,zenyatta,winston,zarya
6911,Eichenwalde_Attack,genji,tracer,lucio,mercy,dva,winston
6912,Watchpoint: Gibraltar_Attack,genji,mccree,ana,lucio,reinhardt,roadhog
6913,Volskaya Industries_Defense,mei,sombra,tracer,ana,lucio,dva
6914,Watchpoint: Gibraltar_Defense,soldier76,ana,lucio,dva,reinhardt,roadhog
6915,Nepal_Sanctum,pharah,soldier76,lucio,mercy,dva,winston
6916,King's Row_Defense,soldier76,tracer,ana,lucio,dva,winston
6917,Temple of Anubis_Attack,genji,sombra,tracer,lucio,dva,winston
6918,Dorado_Defense,soldier76,tracer,ana,lucio,dva,winston
6919,Temple of Anubis_Defense,mei,tracer,lucio,zenyatta,dva,winston
6920,Horizon Lunar Colony_Attack,genji,tracer,lucio,zenyatta,dva,winston
6921,King's Row_Attack,mccree,reaper,lucio,zenyatta,reinhardt,zarya
6922,Numbani_Attack,genji,soldier76,ana,lucio,dva,reinhardt
6923,Horizon Lunar Colony_Attack,soldier76,tracer,mercy,zenyatta,dva,winston
